Facility Number,Facility Name,Region,District,Council,Facility Type
11256801,Bacaro,Mara,Musoma,Musoma MC,Health Labs
10565006,Badi,Simiyu,Maswa,Maswa DC,Dispensary
10924501,Badi,Shinyanga,Kishapu,Kishapu DC,Dispensary
11281506,Badosele Medical,Mwanza,Nyamagana,Nyamagana MC,Dispensary
10021807,Badugu,Simiyu,Busega,Busega DC,Dispensary
11141908,Baga,Morogoro,Morogoro,Morogoro DC,Dispensary
10022003,Baga,Tanga,Lushoto,Bumbuli DC,Dispensary
11425601,Bagamoyo,Pwani,Bagamoyo,Chalinze DC,Health Labs - Level IA2 (Dispensary Laboratory)
10022101,Bagamoyo,Pwani,Bagamoyo,Bagamoyo DC,Hospital - District Hospital
11137209,Bagamoyo Mental Health,Tanga,Korogwe,Korogwe TC,Clinic - Other Clinic
10022502,Bago,Tanga,Muheza,Muheza DC,Dispensary
11330909,Bahama,Mwanza,Nyamagana,Nyamagana MC,Health Labs - Level IA2 (Dispensary Laboratory)
11349301,Bahari,Dar es Salaam,Kinondoni,Kinondoni MC,Health Labs - Level IA2 (Dispensary Laboratory)
10022708,Bahi,Dodoma,Bahi,Bahi DC,Health Center
11397801,Bahi,Dodoma,Bahi,Bahi DC,Hospital - District Hospital
10022806,Bahi Makulu,Dodoma,Bahi,Bahi DC,Dispensary
10022904,Bahi RC,Dodoma,Bahi,Bahi DC,Dispensary
11120805,Bakwata,Tabora,Igunga,Igunga DC,Dispensary
10944909,Bakwata,Mwanza,Magu,Magu DC,Dispensary
10331606,Bakwata,Tanga,Korogwe,Korogwe TC,Health Labs - Level IA1 (Health Center Laboratory)
11012904,Bakwata B Nyasubi,Shinyanga,Kahama,Kahama TC,Dispensary
10023208,Bakwata Majengo,Shinyanga,Kahama,Kahama TC,Dispensary
10028203,Bakwata Chang'ombe,Dar es Salaam,Ilala,Ilala MC,Dispensary
11006500,Bakwata Jomu,Shinyanga,Shinyanga,Shinyanga DC,Dispensary
11213803,BAKWATA Kakola,Shinyanga,Kahama,Msalala DC,Dispensary
11226005,Bakwata Kichemchem,Dar es Salaam,Temeke,Temeke MC,Dispensary
11484707,Bakwata Kindi,Kilimanjaro,Moshi,Moshi DC,Dispensary
10027204,Bakwata Mbika,Shinyanga,Kahama,Ushetu DC,Dispensary
11153002,Bakwata Mianzini,Dar es Salaam,Temeke,Temeke MC,Dispensary
10023609,Bakwata Njia Panda,Kilimanjaro,Moshi,Moshi DC,Dispensary
11216301,Bakwata Nyahanga,Shinyanga,Kahama,Kahama TC,Dispensary
10024804,BAKWATA SHAMSIYA,Geita,Chato,Chato DC,Dispensary
11188305,Bakwata Tungi,Dar es Salaam,Kigamboni,Kigamboni MC,Dispensary
11224506,Bakwata Vijibweni,Dar es Salaam,Kigamboni,Kigamboni MC,Dispensary
11051602,Bakwata Yombo Darajani,Dar es Salaam,Temeke,Temeke MC,Dispensary
10028702,Balang'a,Tanga,Kilindi,Kilindi DC,Dispensary
10028800,Balangdalalu,Manyara,Hanang,Hanang DC,Health Center
10028908,Balatogwa,Mwanza,Sengerema,Sengerema DC,Dispensary
10029006,Baleni,Pwani,Mafia,Mafia DC,Dispensary
11240203,Bama-Tunza Mtoto,Geita,Geita,Geita DC,Maternity Home
11340701,Bamba,Morogoro,Morogoro,Morogoro DC,Dispensary
10029505,Bamba Mavengero,Tanga,Mkinga,Mkinga DC,Dispensary
10030101,Bamita,Pwani,Rufiji,Kibiti DC,Dispensary
10030209,Banawanu,Njombe,Wanging'ombe,Wanging'ombe DC,Dispensary
10030405,Bandari,Tanga,Tanga,Tanga CC,Dispensary
10030502,Bandari,Dar es Salaam,Temeke,Temeke MC,Health Center
10030307,Bandari,Mtwara,Mtwara,Mtwara MC,Dispensary
11437402,Bane,Geita,Geita,Geita TC,Health Labs - Level IA2 (Dispensary Laboratory)
10030600,Banemhi,Simiyu,Bariadi,Bariadi DC,Dispensary
10030708,Bangalala,Kilimanjaro,Same,Same DC,Dispensary
10030806,Bangata,Arusha,Arusha,Arusha DC,Dispensary
10030904,Bangata Lutheran,Arusha,Arusha,Arusha DC,Dispensary
11389703,Bangulo,Dar es Salaam,Ilala,Ilala MC,Dispensary
10031002,Bangwe,Kigoma,Kigoma,Kigoma Ujiji MC,Dispensary
11183006,Bangwe Road,Kigoma,Kigoma,Kigoma Ujiji MC,Dispensary
10031208,Banja,Pwani,Mafia,Mafia DC,Dispensary
11291808,Bank of Tanzania,Arusha,Arusha,Arusha CC,Clinic - Medical Clinic
10021004,Bank Of Tanzania HQ,Dar es Salaam,Ilala,Ilala MC,Dispensary
10031501,Bankolo,Dodoma,Bahi,Bahi DC,Dispensary
10031609,Banyibanyi,Dodoma,Kongwa,Kongwa DC,Dispensary
10034107,Baobab,Pwani,Bagamoyo,Bagamoyo DC,Dispensary
10031805,Baptist,Kigoma,Kigoma,Kigoma Ujiji MC,Hospital - Council Designated Hospital
10031903,Bara,Songwe,Mbozi,Mbozi DC,Dispensary
10997308,Bara B,Songwe,Mbozi,Mbozi DC,Dispensary
11355106,Baraa,Arusha,Arusha,Arusha CC,Health Labs - Level IA2 (Dispensary Laboratory)
10032001,Baraa RC,Arusha,Arusha,Arusha CC,Dispensary
11258300,Baraka,Dar es Salaam,Kinondoni,Kinondoni MC,Dispensary
11277101,Baraka,Dodoma,Dodoma,Dodoma MC,Health Labs - Level IA2 (Dispensary Laboratory)
11260002,Baraka,Mbeya,Mbarali,Mbarali DC,Health Labs - Level IA2 (Dispensary Laboratory)
11328501,Baraka,Pwani,Kibaha,Kibaha TC,Health Labs - Level IA2 (Dispensary Laboratory)
11449809,Baraka,Arusha,Arusha,Arusha CC,Dispensary
10032207,Baraka,Arusha,Karatu,Karatu DC,Dispensary
10032109,Baraka,Tabora,Igunga,Igunga DC,Dispensary
11077201,Baraka Mbezi,Dar es Salaam,Ubungo,Ubungo MC,Dispensary
10032305,Baraki,Mara,Rorya,Rorya DC,Dispensary
10032403,Baraki,Mara,Rorya,Rorya DC,Health Center
10032500,Baranga,Mara,Butiama,Butiama DC,Dispensary
10032608,Bargish,Manyara,Mbulu,Mbulu TC,Dispensary
11364203,Bariadi,Simiyu,Bariadi,Bariadi DC,Hospital - District Hospital
10032706,Bariadi Town Council,Simiyu,Bariadi,Bariadi TC,Hospital - District Hospital
10032804,Bariadi-Magereza,Simiyu,Bariadi,Bariadi TC,Dispensary
11301600,Bariki,Kigoma,Kasulu,Kasulu TC,Health Labs - Level IA2 (Dispensary Laboratory)
10033000,Barikiwa,Lindi,Liwale,Liwale DC,Dispensary
10033108,Barjomot,Manyara,Hanang,Hanang DC,Dispensary
10033206,Basanza,Kigoma,Uvinza,Uvinza DC,Dispensary
10033402,Bashay,Manyara,Mbulu,Mbulu DC,Dispensary
11479401,Bashay,Arusha,Karatu,Karatu DC,Dispensary
11201308,Bashi,Katavi,Mpanda,Mpanda MC,Health Labs - Level IA2 (Dispensary Laboratory)
10951204,Bashnet,Manyara,Babati,Babati DC,Dispensary
10033607,Bashnet,Manyara,Babati,Babati DC,Hospital - Hospital at District Level
10033901,Basodawish,Arusha,Karatu,Karatu DC,Dispensary
10033803,Bassodesh,Manyara,Hanang,Hanang DC,Dispensary
10034009,Bassotu Ziwani,Manyara,Hanang,Hanang DC,Dispensary
11195903,Baturi,Arusha,Arusha,Arusha CC,Health Labs - Level IA2 (Dispensary Laboratory)
10034205,Baura,Dodoma,Kondoa,Kondoa DC,Dispensary
11082507,Baylor,Mwanza,Nyamagana,Nyamagana MC,Clinic - Other Clinic
11073802,Baylor Pediatric,Mbeya,Mbeya,Mbeya CC,Clinic - Other Clinic
11299301,BBM Optical,Ruvuma,Songea,Songea MC,Clinic - Optometry Clinic
11272106,BCV,Morogoro,Kilombero,Mlimba DC,Health Labs - Level IA2 (Dispensary Laboratory)
10034303,Beatrice,Tabora,Tabora,Tabora MC,Dispensary
11320607,Beda,Tabora,Tabora,Tabora MC,Health Labs - Level IA2 (Dispensary Laboratory)
10034401,Beledi,Shinyanga,Kishapu,Kishapu DC,Dispensary
11232409,Belinda Medicare,Dar es Salaam,Kinondoni,Kinondoni MC,Dispensary
11388107,Beltramino,Iringa,Iringa,Iringa DC,Dispensary
10034508,Bembeza,Pwani,Kisarawe,Kisarawe DC,Dispensary
11064304,Benalal,Dar es Salaam,Kinondoni,Kinondoni MC,Clinic - Dental Clinic
11086004,Benbela,Kilimanjaro,Moshi,Moshi MC,Dispensary
10034802,Bendera,Kilimanjaro,Same,Same DC,Dispensary
11184103,Benjamini Mkapa,Dodoma,Dodoma,Dodoma MC,Hospital - Referral Hospital at Zonal Level
11282202,Benny,Geita,Geita,Geita TC,Health Labs - Level IA2 (Dispensary Laboratory)
11254108,Benny,Mara,Tarime,Tarime TC,Health Labs - Level III single purpose Health Laboratory
11281604,Beracah,Arusha,Karatu,Karatu DC,Clinic - Optometry Clinic
10035008,Berega,Morogoro,Kilosa,Kilosa DC,Hospital - Hospital at District Level
10035106,Berege,Dodoma,Mpwapwa,Mpwapwa DC,Dispensary
10035204,Bereko,Dodoma,Kondoa,Kondoa DC,Dispensary
11336903,Besa,Mwanza,Nyamagana,Nyamagana MC,Health Labs - Level IA2 (Dispensary Laboratory)
10035400,Besha,Tanga,Tanga,Tanga CC,Hospital - Other Hospital
11261706,Best Choice,Dar es Salaam,Ilala,Ilala MC,Clinic - Optometry Clinic
10925902,Best Health Services,Mtwara,Masasi,Masasi TC,Dispensary
11313606,Bethel,Singida,Singida,Singida DC,Health Labs - Level III single purpose Health Laboratory
11358103,Bethel,Pwani,Kibaha,Kibaha TC,Dispensary
11202806,Bethel,Dar es Salaam,Ubungo,Ubungo MC,Dispensary
11467209,Bethel Majohe,Dar es Salaam,Ilala,Ilala MC,Dispensary
11362704,Betheli,Arusha,Arusha,Arusha CC,Health Labs - Level IA2 (Dispensary Laboratory)
11453205,BETHLEHEM DENTAL,Tanga,Tanga,Tanga CC,Clinic - Dental Clinic
10035605,Bethsaida,Mara,Musoma,Musoma MC,Health Center
10035703,Bhoke,Pwani,Kibaha,Kibaha TC,Dispensary
10986908,Bhoke,Mara,Bunda,Bunda TC,Dispensary
10035909,Bigabiro,Kigoma,Kigoma,Kigoma DC,Dispensary
11316104,Bihamu,Shinyanga,Shinyanga,Shinyanga MC,Health Labs - Level IA2 (Dispensary Laboratory)
10036105,Biharamulo,Kagera,Biharamulo,Biharamulo DC,Hospital - Council Designated Hospital
11446401,Biharu,Tabora,Urambo,Urambo DC,Health Labs - Level IA2 (Dispensary Laboratory)
10036203,Biharu,Kigoma,Buhigwe,Buhigwe DC,Health Center
10036301,Bihawana,Dodoma,Dodoma,Dodoma MC,Dispensary
11459101,Bikira Maria Afya Ya Wagonjwa,Tanga,Muheza,Muheza DC,Dispensary
10432203,Bikira Maria Emakulata,Manyara,Babati,Babati DC,Health Center
10036409,Bikira Maria Mama Wa Huruma,Arusha,Arusha,Arusha CC,Health Center
10036506,Bikira Maria wa Miujiza,Mara,Tarime,Tarime TC,Dispensary
10036800,Bilulumo,Mwanza,Sengerema,Buchosa DC,Dispensary
10037006,Binga,Pwani,Mkuranga,Mkuranga DC,Dispensary
10037104,Bingi,Dar es Salaam,Ilala,Ilala MC,Clinic - Dental Clinic
11343806,BIO LAB,Dar es Salaam,Ilala,Ilala MC,Health Labs - Level IA2 (Dispensary Laboratory)
10037202,Biohealth,Mwanza,Nyamagana,Nyamagana MC,Health Center
11460803,Biomed,Mwanza,Nyamagana,Nyamagana MC,Health Labs - Level III single purpose Health Laboratory
10037408,Biro,Morogoro,Ulanga,Malinyi DC,Dispensary
10904006,Bisheke,Kagera,Muleba,Muleba DC,Dispensary
10900402,Bisheshe,Kagera,Karagwe,Karagwe DC,Dispensary
11376600,Bishop James,Ruvuma,Tunduru,Tunduru DC,Dispensary
10037505,Bisumwa,Mara,Butiama,Butiama DC,Dispensary
10037701,Bitale,Kigoma,Kigoma,Kigoma DC,Health Center
10961505,Bitaraguru,Mara,Bunda,Bunda TC,Dispensary
10037809,Bitare,Kigoma,Kibondo,Kibondo DC,Dispensary
10918509,Bitimanyanga,Mbeya,Chunya,Chunya DC,Dispensary
10038005,Bitiryo,Mara,Rorya,Rorya DC,Dispensary
10038103,Bitoto,Mwanza,Sengerema,Sengerema DC,Dispensary
10038201,Biturana,Kigoma,Kibondo,Kibondo DC,Dispensary
11077700,BJ Mmasi,Dar es Salaam,Ubungo,Ubungo MC,Dispensary
11365104,BLACA,Arusha,Arusha,Arusha DC,Health Labs - Level IA2 (Dispensary Laboratory)
11100408,Bless,Dar es Salaam,Temeke,Temeke MC,Dispensary
10256108,Blessed Pier Giorgio Frassat,Mara,Butiama,Butiama DC,Dispensary
11327209,Blessing,Dar es Salaam,Ubungo,Ubungo MC,Health Labs - Level IA2 (Dispensary Laboratory)
10038602,Blessing,Dar es Salaam,Ilala,Ilala MC,Dispensary
10967509,Blockfarm,Tabora,Tabora,Tabora MC,Dispensary
11199106,blood lead,Arusha,Arusha,Arusha DC,Health Labs
11139109,BMK,Dar es Salaam,Ilala,Ilala MC,Dispensary
11337001,BMS,Mwanza,Nyamagana,Nyamagana MC,Health Labs - Level IA2 (Dispensary Laboratory)
10038700,Boay,Manyara,Babati,Babati DC,Dispensary
10038808,BOCHI,Dar es Salaam,Ubungo,Ubungo MC,Hospital - Hospital at Regional Level
10860801,Bogolwa,Tanga,Handeni,Handeni DC,Dispensary
11101309,Boheloi,Tanga,Lushoto,Lushoto DC,Dispensary
11029503,Boimanda,Njombe,Njombe,Njombe TC,Dispensary
11356203,Boka,Pwani,Mkuranga,Mkuranga DC,Dispensary
10039004,Boko,Dar es Salaam,Kinondoni,Kinondoni MC,Dispensary
10039102,Boko Mnemela,Pwani,Kibaha,Kibaha DC,Dispensary
10039200,Bolisa,Dodoma,Kondoa,Kondoa TC,Dispensary
10039406,Boma,Tanga,Mkinga,Mkinga DC,Dispensary
10039308,BOMA,Mara,Bunda,Bunda TC,Dispensary
10039503,Boma CRCT A,Kilimanjaro,Hai,Hai DC,Dispensary
10039601,Boma CRCT B,Kilimanjaro,Hai,Hai DC,Dispensary
10039807,Boma Health Care,Kilimanjaro,Hai,Hai DC,Dispensary
10039905,Bomalang'ombe,Iringa,Kilolo,Kilolo DC,Dispensary
10040001,Bomang'ombe,Kilimanjaro,Hai,Hai DC,Dispensary
11311608,Bomani,Singida,Iramba,Iramba DC,Health Labs - Level IA2 (Dispensary Laboratory)
10040109,Bomani,Singida,Iramba,Iramba DC,Dispensary
10040207,Bombambili,Ruvuma,Songea,Songea MC,Dispensary
10040608,Bonchugu,Mara,Serengeti,Serengeti DC,Dispensary
10040706,Bonde la Mpunga,Dar es Salaam,Kinondoni,Kinondoni MC,Dispensary
11012708,Bondeni,Rukwa,Sumbawanga,Sumbawanga DC,Dispensary
10040902,Bondeni,Kilimanjaro,Moshi,Moshi MC,Dispensary
10041000,Bondo,Tanga,Handeni,Handeni DC,Dispensary
10041108,Bonga,Manyara,Babati,Babati TC,Health Center
11417905,Bonifide,Dar es Salaam,Temeke,Temeke MC,Clinic - Diagnostic Centre
11259309,Bonny,Mbeya,Mbeya,Mbeya CC,Health Labs - Level III single purpose Health Laboratory
10041304,Bonyokwa,Dar es Salaam,Ilala,Ilala MC,Dispensary
11408602,Bora,Mwanza,Ilemela,Ilemela MC,Clinic - Dental Clinic
11379705,Borega A,Mara,Tarime,Tarime DC,Dispensary
10031404,BOT,Mbeya,Mbeya,Mbeya CC,Dispensary
11118907,Boza,Pwani,Mkuranga,Mkuranga DC,Dispensary
10041705,Boza,Tanga,Pangani,Pangani DC,Dispensary
11429607,Brickline,Dar es Salaam,Kinondoni,Kinondoni MC,Health Labs - Level IA2 (Dispensary Laboratory)
11441200,Bright,Morogoro,Mvomero,Mvomero DC,Health Labs - Level IA2 (Dispensary Laboratory)
11442904,Brighton,Mwanza,Ilemela,Ilemela MC,Health Labs - Level IA2 (Dispensary Laboratory)
10037300,Brigita,Lindi,Lindi,Lindi MC,Dispensary
11427903,Brigtht,Dar es Salaam,Ilala,Ilala MC,Health Labs - Level IA2 (Dispensary Laboratory)
11265301,Brilliant,Dar es Salaam,Kinondoni,Kinondoni MC,Clinic - Dental Clinic
11327003,BRM,Dar es Salaam,Ubungo,Ubungo MC,Health Labs - Level IA2 (Dispensary Laboratory)
11348909,BSMC,Dar es Salaam,Kinondoni,Kinondoni MC,Health Labs - Level IA2 (Dispensary Laboratory)
10042205,Bubale,Shinyanga,Shinyanga,Shinyanga DC,Dispensary
10042107,Bubale,Kagera,Missenyi,Missenyi DC,Dispensary
10042303,Bubango,Kigoma,Kigoma,Kigoma DC,Dispensary
10042401,Bubiki,Shinyanga,Kishapu,Kishapu DC,Dispensary
10042704,Bubinza,Shinyanga,Kishapu,Kishapu DC,Dispensary
10042606,Bubinza,Mwanza,Magu,Magu DC,Dispensary
10042802,Bubombi,Mara,Rorya,Rorya DC,Dispensary
11478000,Buchambaga,Shinyanga,Kahama,Msalala DC,Dispensary
11370704,Buchosa,Mwanza,Sengerema,Buchosa DC,Hospital - District Hospital
11020708,Buchurago,Kagera,Missenyi,Missenyi DC,Dispensary
10043106,Budekwa,Simiyu,Maswa,Maswa DC,Dispensary
10043302,Budushi,Tabora,Nzega,Nzega DC,Dispensary
10980904,Bufanka,Geita,Bukombe,Bukombe DC,Dispensary
11039404,Bugabu,Mwanza,Magu,Magu DC,Dispensary
10043400,Bugaga,Kigoma,Kasulu,Kasulu DC,Dispensary
10043507,Bugamba,Kigoma,Kigoma,Kigoma DC,Dispensary
11191104,Buganda,Mwanza,Ilemela,Ilemela MC,Dispensary
10945007,Bugandando,Mwanza,Kwimba,Kwimba DC,Dispensary
10043605,Bugandika,Kagera,Missenyi,Missenyi DC,Dispensary
10043703,Bugando,Geita,Bukombe,Bukombe DC,Dispensary
10043801,Bugando Medical Centre (BMC),Mwanza,Nyamagana,Nyamagana MC,Hospital - Referral Hospital at Zonal Level
10043909,Bugango,Kagera,Missenyi,Missenyi DC,Dispensary
10044007,Buganguzi,Kagera,Muleba,Muleba DC,Dispensary
10044105,Buganika,Shinyanga,Kishapu,Kishapu DC,Dispensary
10044203,Buganjo,Mara,Rorya,Rorya DC,Dispensary
10044409,Buganzo,Shinyanga,Kahama,Msalala DC,Dispensary
10871602,Bugara,Kagera,Kyerwa,Kyerwa DC,Dispensary
10044604,Bugarama,Shinyanga,Kahama,Msalala DC,Health Center
10044702,Bugarama,Simiyu,Maswa,Maswa DC,Dispensary
10976107,Bugarama,Kagera,Ngara,Ngara DC,Dispensary
10044800,Bugarika,Mwanza,Nyamagana,Nyamagana MC,Dispensary
11438303,Bugasha,Kagera,Muleba,Muleba DC,Dispensary
10044908,Bugelenga,Geita,Bukombe,Bukombe DC,Dispensary
10045006,Bugembe,Mwanza,Kwimba,Kwimba DC,Dispensary
10045104,Buger,Arusha,Karatu,Karatu DC,Dispensary
10045300,Bugire,Mara,Rorya,Rorya DC,Dispensary
10045408,Bugisha,Mwanza,Misungwi,Misungwi DC,Dispensary
10045505,Bugisi,Shinyanga,Shinyanga,Shinyanga DC,Health Center
10045603,Bugogo,Shinyanga,Shinyanga,Shinyanga DC,Dispensary
10045701,Bugoji,Mara,Musoma,Musoma DC,Dispensary
10045907,Bugorola,Mwanza,Ukerewe,Ukerewe DC,Dispensary
10045809,Bugorora,Kagera,Missenyi,Missenyi DC,Dispensary
10046005,Bugula,Mwanza,Ukerewe,Ukerewe DC,Dispensary
10046103,Bugulula,Geita,Geita,Geita DC,Dispensary
10046201,Bugunda,Mara,Musoma,Musoma DC,Dispensary
11479508,Buguruka,Kagera,Bukoba,Bukoba DC,Dispensary
11222802,Buguruni,Dar es Salaam,Ilala,Ilala MC,Clinic - Dental Clinic
10046309,Buguruni,Dar es Salaam,Ilala,Ilala MC,Health Center
10046407,Buguruni Anglican,Dar es Salaam,Ilala,Ilala MC,Health Center
10046602,Buhama,Mwanza,Sengerema,Buchosa DC,Dispensary
10046808,Buhamira,Kagera,Karagwe,Karagwe DC,Dispensary
10046906,Buhanda,Kigoma,Kigoma,Kigoma Ujiji MC,Dispensary
10047004,Buhangija,Shinyanga,Shinyanga,Shinyanga MC,Dispensary
11187805,Buhangija kituo cha walemavu,Shinyanga,Shinyanga,Shinyanga MC,Dispensary
10047102,Buhare,Mara,Musoma,Musoma MC,Dispensary
10047200,Buhekela,Tabora,Igunga,Igunga DC,Dispensary
10047308,Buhemba,Mara,Butiama,Butiama DC,Health Center
10047406,Buhembe,Kagera,Bukoba,Bukoba MC,Dispensary
10047503,Buhigwe,Kigoma,Buhigwe,Buhigwe DC,Dispensary
10047601,Buhindi,Mwanza,Sengerema,Buchosa DC,Dispensary
10047709,Buhingo,Mwanza,Misungwi,Misungwi DC,Dispensary
10047905,Buhingu,Kigoma,Uvinza,Uvinza DC,Health Center
10048003,Buhondo,Tabora,Nzega,Nzega DC,Dispensary
10048101,Buhongwa,Mwanza,Nyamagana,Nyamagana MC,Dispensary
10048209,Buhoro,Kigoma,Kasulu,Kasulu DC,Dispensary
10048307,Buhororo,Kagera,Ngara,Ngara DC,Dispensary
10048502,Buhumbi,Mwanza,Magu,Magu DC,Dispensary
10048600,Buhunda,Mwanza,Misungwi,Misungwi DC,Dispensary
10048708,Buigiri,Dodoma,Chamwino,Chamwino DC,Dispensary
10065902,Buiko,Tanga,Korogwe,Korogwe DC,Dispensary
10048806,Bujashi,Mwanza,Magu,Magu DC,Dispensary
10048904,Bujela,Mbeya,Rungwe,Rungwe DC,Dispensary
10049002,Bujingwa,Mwanza,Kwimba,Kwimba DC,Dispensary
11472809,Bujombe,Katavi,Mpanda,Tanganyika DC,Dispensary
10049100,Bujonde,Mbeya,Kyela,Kyela DC,Dispensary
10867109,Bujugo,Kagera,Bukoba,Bukoba DC,Dispensary
10049306,Bujuruga,Kagera,Karagwe,Karagwe DC,Dispensary
10049404,Bukadwe,Geita,Mbogwe,Mbogwe DC,Dispensary
10049501,Bukama,Tabora,Igunga,Igunga DC,Dispensary
11391503,Bukama,Mara,Bunda,Bunda DC,Dispensary
10049609,Bukama SDA,Mara,Bunda,Bunda DC,Dispensary
10049707,Bukangara,Kagera,Karagwe,Karagwe DC,Dispensary
11203002,Bukede Specialized,Dar es Salaam,Ubungo,Ubungo MC,Clinic - Polyclinic
10049805,Bukemba,Tabora,Kaliua,Kaliua DC,Dispensary
10049903,Bukene,Shinyanga,Shinyanga,Shinyanga DC,Dispensary
11444403,Bukene,Tabora,Nzega,Nzega DC,Health Labs - Level IA2 (Dispensary Laboratory)
10050008,Bukene,Tabora,Nzega,Nzega DC,Health Center
10050106,Bukiko,Mwanza,Ukerewe,Ukerewe DC,Dispensary
10847408,Bukiliro,Kigoma,Kakonko,Kakonko DC,Dispensary
10050302,Bukima,Mara,Musoma,Musoma DC,Dispensary
10050400,Bukiriro,Kagera,Ngara,Ngara DC,Health Center
10216205,Bukoba,Kagera,Bukoba,Bukoba MC,Hospital - Regional Referral Hospital
11450002,Bukoba District,Kagera,Bukoba,Bukoba DC,Hospital - District Hospital
10050605,Bukoba Sec. school,Kagera,Bukoba,Bukoba MC,Dispensary
11343003,Bukoba specialized,Kagera,Bukoba,Bukoba MC,Clinic - Specialized clinic
10890306,Bukoba Town,Kagera,Bukoba,Bukoba MC,Health Center
10050703,Bukoko,Tabora,Igunga,Igunga DC,Dispensary
10050801,Bukokwa,Mwanza,Sengerema,Buchosa DC,Dispensary
11211100,Bukokwa,Mwanza,Sengerema,Buchosa DC,Maternity and Nursing Home
10050909,Bukoli,Geita,Geita,Geita DC,Health Center
10051007,Bukombe,Geita,Bukombe,Bukombe DC,Dispensary
10051105,Bukombe,Geita,Bukombe,Bukombe DC,Hospital - District Hospital
10051203,Bukomela,Shinyanga,Kahama,Ushetu DC,Dispensary
10051301,Bukondo,Geita,Geita,Geita DC,Dispensary
10051409,Bukondo,Mwanza,Ukerewe,Ukerewe DC,Dispensary
10051506,Bukonyo,Mwanza,Ukerewe,Ukerewe DC,Dispensary
10051604,Bukulu,Dodoma,Kondoa,Kondoa DC,Dispensary
10051702,Bukumbi,Tabora,Uyui,Uyui DC,Dispensary
10052006,Bukumbi,Mwanza,Misungwi,Misungwi DC,Hospital - Hospital at District Level
10051908,Bukumbi Camp,Mwanza,Misungwi,Misungwi DC,Dispensary
10052104,Bukundi,Simiyu,Meatu,Meatu DC,Health Center
10052202,Bukwali,Kagera,Missenyi,Missenyi DC,Dispensary
11085103,Bukwangu,Shinyanga,Kahama,Msalala DC,Dispensary
10052300,Bukwe,Mara,Rorya,Rorya DC,Health Center
10052408,Bukwimba,Geita,Nyang'hwale,Nyang'hwale DC,Dispensary
11211609,Bulale,Mwanza,Nyamagana,Nyamagana MC,Dispensary
10052505,Bulamata,Katavi,Mpanda,Tanganyika DC,Dispensary
10052603,Bulamba,Mara,Bunda,Bunda DC,Dispensary
10052701,Bulamba,Mwanza,Ukerewe,Ukerewe DC,Dispensary
10052809,Bulanga,Songwe,Ileje,Ileje DC,Dispensary
10052907,Bulangamilwa,Tabora,Igunga,Igunga DC,Dispensary
11450306,Bulangwa,Geita,Bukombe,Bukombe DC,Dispensary
10053005,Bulati,Arusha,Ngorongoro,Ngorongoro DC,Dispensary
10053103,Bulega,Geita,Bukombe,Bukombe DC,Health Center
10053201,Bulekela,Shinyanga,Kishapu,Kishapu DC,Dispensary
10053309,Bulela,Geita,Geita,Geita TC,Dispensary
10053407,Bulembo,Kagera,Missenyi,Missenyi DC,Dispensary
10053602,Bulige,Shinyanga,Kahama,Msalala DC,Dispensary
11457602,Bulige Wazazi,Shinyanga,Kahama,Msalala DC,Dispensary
10870701,Bulila,Kagera,Bukoba,Bukoba DC,Dispensary
10053808,Bulima,Shinyanga,Kishapu,Kishapu DC,Dispensary
10053906,Bulima,Simiyu,Busega,Busega DC,Dispensary
10054004,Bulinda,Kagera,Bukoba,Bukoba DC,Dispensary
10054406,Bulongwa,Njombe,Makete,Makete DC,Hospital - Hospital at District Level
10054503,Bulugala,Geita,Mbogwe,Mbogwe DC,Health Center
11095405,Buluma,Shinyanga,Kahama,Msalala DC,Dispensary
10054709,Bulumbela,Tabora,Igunga,Igunga DC,Dispensary
10054807,Bulungwa,Shinyanga,Kahama,Ushetu DC,Health Center
10054905,Bulwa,Tanga,Muheza,Muheza DC,Health Center
11367004,Bulyahilu,Mwanza,Sengerema,Buchosa DC,Dispensary
10055101,Bulyashi,Simiyu,Meatu,Meatu DC,Dispensary
11371801,Buma,Pwani,Bagamoyo,Bagamoyo DC,Dispensary
10055209,Bumangi govt,Mara,Butiama,Butiama DC,Dispensary
10055307,Bumangi KMT,Mara,Butiama,Butiama DC,Dispensary
11250200,Bumba,Pwani,Rufiji,Kibiti DC,Dispensary
10984802,Bumba,Tanga,Lushoto,Bumbuli DC,Dispensary
10907101,Bumbire,Kagera,Muleba,Muleba DC,Dispensary
10055600,Bumbuli Mission,Tanga,Lushoto,Bumbuli DC,Hospital - Council Designated Hospital
10055708,Bumbuta,Dodoma,Kondoa,Kondoa DC,Dispensary
10055904,Bumera,Mara,Tarime,Tarime DC,Dispensary
10055806,Bumera,Simiyu,Itilima,Itilima DC,Dispensary
10979300,Bumilayinga,Iringa,Mafinga,Mafinga TC,Dispensary
10056100,Bunambiyu,Shinyanga,Kishapu,Kishapu DC,Health Center
10056208,Bunamhala Chuoni,Simiyu,Bariadi,Bariadi TC,Dispensary
10933902,Bunamhala Mbugani,Simiyu,Itilima,Itilima DC,Dispensary
11109506,Bunanda,Shinyanga,Kahama,Ushetu DC,Dispensary
10056404,Bunazi,Kagera,Missenyi,Missenyi DC,Health Center
10056501,Bunda,Mara,Bunda,Bunda TC,Health Center
10056609,Bunda,Mara,Bunda,Bunda TC,Hospital - Council Designated Hospital
